# 공급사에 보낸 인증·기술자료 요청 메일 전수 판독 대장. 1행 = (모델 표기 × 자료유형) 1건
"# 판독 대상: 공급사·인증기관 수신 발송메일 5,346통에서 추린 요청 후보 325통 (요청 메일 288통 / 요청 항목 549건)"
# 현재보유: 보유=조회엔진이 문서를 찾음 / 미보유=마크 X 또는 모델이 지식베이스 미등재 / 판정불가=모델 미특정·제품군 모호
# 확정여부: 확정 외(추정…)는 모델 해석 또는 인증서 적용범위가 추정이라는 뜻 — 고객 제출 전 적용범위 확인 필요
# 마크: O=완제품 단위 인증서 / 자재=자재별 성적서 묶음 / *=라인 인증서 추론 매핑 / 전사=제조사 단위 인증 / X=없음
# 자료유형 기타(Other-cert): FCC·ETL·IP67/68·원산지증명·공장등록증·LSZH 난연·CCC 등 매핑표 밖 요청. manifest Other-cert 축으로 판정
"# 정렬: 미보유 → 판정불가 → 보유, 그 다음 모델명·자료유형"
모델,제품군,매칭경로,확정여부,자료유형,현재보유,마크,요청횟수,최초요청,최근요청,수신처,대표 메일제목,근거문구
LS-HDAOC-xM,LS-HDAOC,suffix,확정,RoHS,보유,자재,1,2023-05-03,2023-05-03,BOR Cable (Mr Gu),About HDMI AOC CABLE,"And, Please send ROHS sheet."
LS-HDMI-HMF-xm,LS-HDMI-HMF,suffix,확정,Data sheet,보유,O,1,2021-01-22,2021-01-22,BOR Cable (Mr Gu),RE: data sheet and ROHS,"sorry, NOT SMF, We need LS-HDMI-HMF-xm (HDMI extender cable)"
LS-HDMI-HMF-xm,LS-HDMI-HMF,suffix,확정,RoHS,보유,O,1,2021-01-22,2021-01-22,BOR Cable (Mr Gu),RE: data sheet and ROHS,RE: data sheet and ROHS / We need LS-HDMI-HMF-xm
LS-HDMI-HMM-Xm,LS-HDMI-HMM,suffix,확정,Test report,보유,O,1,2020-06-02,2020-06-02,BOR Cable (Mr Gu),Test report.,Our customer request the test report (ROHS or data sheet). 1. LS-HDMI-HMM-Xm
LS-HDMI-NEMM-Xm,LS-HDMI-NEMM,suffix,확정,Test report,보유,O,1,2021-04-27,2021-04-27,BOR Cable (Mr Gu),LS-HDMI-NEMM-Xm CABLE,Our customer request about Test report about LS-HDMI-NEMM-Xm
LS-HDMI21-xm,LS-HDMI21,suffix,확정,RoHS,보유,O,1,2021-01-05,2021-01-05,BOR Cable (Mr Gu),HDMI 2.1 ver certification.,we need the certification for LS-HDMI21-xm ... 4. ROHS
LS-HDMI21-xm,LS-HDMI21,suffix,확정,Test report,보유,O,1,2021-01-05,2021-01-05,BOR Cable (Mr Gu),HDMI 2.1 ver certification.,we need the certification for LS-HDMI21-xm ... 2. Advanced cable test report
LS-HDMI21-xm,LS-HDMI21,suffix,확정,UL,보유,자재,1,2021-01-05,2021-01-05,BOR Cable (Mr Gu),HDMI 2.1 ver certification.,we need the certification for LS-HDMI21-xm ... 3. UL
LS-HDMT-10M,LS-HDMT|LS-HDMT-10M,exact,확정,Data sheet,보유,O,1,2021-08-19,2021-08-19,BOR Cable (Mr Gu),data sheet about HDMI Metal cable,we need data sheet about HDMI metal cable. (LS-HDMT-10M)
LS-HDMT-xM,LS-HDMT,suffix,확정,CE,보유,O,1,2023-02-13,2023-02-13,BOR Cable (Mr Gu),"CE, FCC, UL about HDMI CABLE","they need CE, FCC or UL sheet"
LS-HDMT-xM,LS-HDMT,suffix,확정,RoHS,보유,O,1,2023-10-17,2023-10-17,BOR Cable (Mr Gu),ROHS for HDMI cable,we need ROHS II for LS-HDMT-xM.
LS-HDMT-xM,LS-HDMT,suffix,확정,기타(Other-cert),보유,O,1,2023-02-13,2023-02-13,BOR Cable (Mr Gu),"CE, FCC, UL about HDMI CABLE","they need CE, FCC or UL sheet"
LS-HF series,LS-HF SERIES,exact,확정,CE,보유,O,1,2025-06-16,2025-06-16,BOR Cable (Mr Gu),Request for CE Certificate for LS-HF Series Cables,could you please provide the CE certificate for the LS-HF series cables?
LS-HF series,LS-HF SERIES,exact,확정,RoHS,보유,O,1,2025-06-16,2025-06-16,BOR Cable (Mr Gu),Request for CE Certificate for LS-HF Series Cables,"the CE certificate may be in the form of a RoHS certificate or a COC ... If you have either of these, please share the document"
LS-HF705,LS-HF705,exact,확정,Data sheet,보유,O,1,2026-07-10,2026-07-10,BOR Cable (Mr Gu),Request for LS-HF705 Datasheet and RoHS,provide the datasheet and RoHS report for the LS-HF705
LS-HF705,LS-HF705,exact,확정,RoHS,보유,O,1,2026-07-10,2026-07-10,BOR Cable (Mr Gu),Request for LS-HF705 Datasheet and RoHS,provide the datasheet and RoHS report for the LS-HF705
LS-HF7xx,LS-HF7XX,exact,확정,Test report,보유,O,2,2026-03-13,2026-03-13,BOR Cable (Mr Gu),Re: Drag test for cat.7 patch cord,"Is there any written bending test report, test record, internal test sheet, or summary document available for the LS-HF7xx series?"
LS-HRGB-15MM,LS-HRGB-15MM,exact,확정,Data sheet,보유,O,1,2025-04-25,2025-04-25,BOR Cable (Mr Gu),request about Data sheet,Could you please send the Data sheet? ... LS-HRGB-15MM
LS-HRGB-15MM-Xm,LS-HRGB-15MM,suffix,확정,RoHS,보유,O,1,2022-11-14,2022-11-14,BOR Cable (Mr Gu),ROHS for High VGA cable.,We need ROHS sheet about LS-HRGB-15MM-Xm
LS-HRGB-15MM-xM,LS-HRGB-15MM,suffix,확정,UL,보유,전사,2,2022-03-17,2024-07-23,BOR Cable (Mr Gu),UL sheet for HRGB cable,Could you please send UL sheet for LS-HRGB-15MM-xM series? UL No : E324703
LS-HS2FAN,LS-HS2FAN,exact,확정,Data sheet,보유,O,1,2022-05-17,2022-05-17,BOR Cable (Mr Gu),Data Sheet,send the data sheet about below product? 1. LS-HS2FAN
LS-HS4FAN,LS-HS4FAN,exact,확정,Data sheet,보유,O,1,2022-05-17,2022-05-17,BOR Cable (Mr Gu),Data Sheet,send the data sheet about below product? ... 2. LS-HS4FAN
LS-M850N,LS-M850N,exact,확정,Data sheet,보유,O,3,2020-07-16,2024-07-05,BOR Cable (Mr Gu),New order,Could you please send data sheet for LS-M850N and LS-F850N?
LS-MDP12HD,LS-MDP12HD,exact,확정,Data sheet,보유,O,1,2021-12-15,2021-12-15,BOR Cable (Mr Gu),"Data sheet about LS-DP12HD, MDP12HD",We need the DataSheet about below products. 2. LS-MDP12HD
LS-MDP12HD,LS-MDP12HD,exact,확정,RoHS,보유,O,1,2022-05-18,2022-05-18,BOR Cable (Mr Gu),"RE: Re: Data sheet about LS-DP12HD, MDP12HD",Could you please send the ROHS2.0 sheet? ... LS-MDP12HD
LS-OM3-LCLC-20M,LS-OM3-LCLC,suffix,추정(인증서 적용범위),RoHS,보유,O*,1,2025-05-29,2025-05-29,BOR Cable (Mr Gu),"Certification Inquiry for LS-OM3-LCLC-20M (UL, LSZH, RoHS)",Please also provide the RoHS compliance sheet for this product.
LS-OM3-LCLC-Xm,LS-OM3-LCLC,suffix,추정(인증서 적용범위),RoHS,보유,O*,1,2022-06-17,2022-06-17,BOR Cable (Mr Gu),RoHS2.0 certificate for Fiber cable,Could you please send the RoHS2.0 or CE certificate? LS-OM3-LCLC-Xm
LS-OUTLET-WP24N,LS-OUTLET-WP24N,exact,확정,Data sheet,보유,O,1,2023-03-13,2023-03-13,BOR Cable (Mr Gu),Data Sheet about Wall plate,2. LS-OUTLET-WP24N
LS-P197-2410G,LS-P197-2410G,exact,확정,Data sheet,보유,O,1,2022-12-28,2022-12-28,BOR Cable (Mr Gu),Data sheet and certificaton for cat.6a patch panel,We need data sheet and certification sheet (UL or any sheet) for below products. 1. LS-P197-2410G
LS-PASS-7UTP,LS-PASS-7UTP,exact,확정,Data sheet,보유,O,1,2021-07-13,2021-07-13,BOR Cable (Mr Gu),data sheet about LS-PASS-7UTP,We need the data sheet about LS-PASS-7UTP
LS-PLKP-24SM,LS-PLKP-24SM,exact,확정,Data sheet,보유,O,2,2025-03-14,2025-03-14,BOR Cable (Mr Gu),Data sheet for LS-PLKP-24SM,Could you please send data sheet about LS-PLKP-24SM?
LS-PS2-6MM-1.8M,LS-PS2-6MM,suffix,확정,Data sheet,보유,O,1,2023-02-27,2023-02-27,BOR Cable (Mr Gu),Data sheet for PS2 cable,Could you please send data sheet about LS-PS2-6MM-1.8M?
LS-RGB-15MF-xm,LS-RGB-15MF,suffix,확정,Data sheet,보유,O,1,2021-01-11,2021-01-11,EPNU Cable (Anna),data sheet.,"we need new datasheet ... 2, LS-RGB-15MF-xm"
LS-RGB-15MM-5MCC,LS-RGB-15MM,suffix,확정,Data sheet,보유,O,2,2023-02-21,2023-02-21,BOR Cable (Mr Gu),Re: RE: Old RGB cable,And please send data sheet xinya and Changzhou each
LS-RGB-15MM-xm,LS-RGB-15MM,suffix,확정,Data sheet,보유,O,1,2021-01-11,2021-01-11,EPNU Cable (Anna),data sheet.,"we need new datasheet about ""LANstar' cable series. 1. LS-RGB-15MM-xm"
LS-RGB-15MM-xxM,LS-RGB-15MM,suffix,확정,Data sheet,보유,O,1,2024-01-25,2024-01-25,BOR Cable (Mr Gu),Data sheet for RGB cable,Could you please send Data sheet for LS-RGB-15MM-xxM
LS-RJ45-SHORT,LS-RJ45-SHORT,exact,확정,RoHS,보유,O,1,2022-12-16,2022-12-16,BOR Cable (Mr Gu),"ROHS, CE",We need ROHS and CE sheet for below products. 2. LS-RJ45-SHORT
LS-RJ45FTP-9P,LS-RJ45FTP-9P,exact,확정,Data sheet,보유,O,1,2022-10-12,2022-10-12,BOR Cable (Mr Gu),Data Sheet,Could you please send data sheet for below products? LS-RJ45FTP-9P
LS-RJ45UTP-8P,LS-RJ45UTP-8P,exact,확정,Data sheet,보유,O,1,2023-03-30,2023-03-30,BOR Cable (Mr Gu),Data sheet - LS-RJ45UTP-8P,Could you please send Data sheet about LS-RJ45UTP-8P?
LS-RJ45UTP-8P,LS-RJ45UTP-8P,exact,확정,RoHS,보유,자재,1,2023-04-20,2023-04-20,BOR Cable (Mr Gu),ROHS sheet for LS-RJ45UTP-8P,We need ROHS sheet about LS-RJ45UTP-8P.
LS-RS200C,LS-RS200C,exact,확정,RoHS,보유,O,1,2021-04-12,2021-04-12,BOR Cable (Mr Gu),LS-RS200C / ROHS,we need the ROHS sheet for LS-RS200C
LS-RS204C,LS-RS204C,exact,확정,Test report,보유,O,1,2022-06-23,2022-06-23,Aucuba (Mai),RE: RE: RE: Order,"If you have any certificate or test report and data sheet for LS-RS204C, Please send it"
LS-RS485,LS-RS485,exact,확정,Data sheet,보유,O,1,2022-06-20,2022-06-20,Wiretek,RE: 回复: 回复: 인기있는 제품 추전 4/20일=신제품에관하여 (첨부파일)4/25일=신제품 Retractable CABLE 에 관하여 5/10일=새로운 PROMOTIN 과가격조절한제품에관하여 5/26일=研究開発した製品Promotion 6/10日( 이메일로 기준부탁드림),LS-RS485 제품 데이터시트 요청합니다 (Data Sheet include Pin map)
LS-SER-25MM-1.8M,LS-SER-25MM,suffix,확정,REACH,보유,자재,2,2020-09-28,2021-09-15,BOR Cable (Mr Gu),Reach or MSDS of serial cable,our customer request about Reach or MSDS sheet for serial cable (LS-SER-25MM-1.8M )
LS-SER-9MF-xM,LS-SER-9MF,suffix,확정,Data sheet,보유,O,1,2022-06-08,2022-06-08,BOR Cable (Mr Gu),Serial cable data sheet Φ,Please re make the data sheet. (LS-SER-9MF-xM) ... mark the molding size ... and 9pin hole size
LS-SHD20-xm,LS-SHD20,suffix,확정,Data sheet,보유,O,1,2021-01-19,2021-01-19,BOR Cable (Mr Gu),"data sheet about Slim HDMI , DP14 , HDMI to DP",we need data sheet about new cable. 1. LS-SHD20-xm
LS-SHE-1000HG,LS-SHE-1000HG,exact,확정,Data sheet,보유,O,1,2024-03-20,2024-03-20,BOR Cable (Mr Gu),Data sheet for Rack Shelf,Coulld you please send data sheet about Rack shelf? LS-SHE-1000HG : 472 x 350mm
LS-SHE-750HG,LS-SHE-750HG,exact,확정,Data sheet,보유,O,1,2024-03-20,2024-03-20,BOR Cable (Mr Gu),Data sheet for Rack Shelf,Coulld you please send data sheet about Rack shelf? LS-SHE-750HG : 495 x 350mm
LS-SHE-MINI,LS-SHE-MINI,exact,확정,Data sheet,보유,O,1,2025-01-17,2025-01-17,BOR Cable (Mr Gu),data sheet for shelf,Could you please send data sheet for LS-SHE-MINI too?
LS-SL6-Xm,LS-SL6,suffix,확정,Data sheet,보유,O,2,2021-09-28,2023-08-24,BOR Cable (Mr Gu),Data Sheet about Slim cable,Could you please send Data sheet about LS-SL6-xM?
LS-SL6-Xm,LS-SL6,suffix,확정,Fluke test,보유,O,1,2021-09-28,2021-09-28,BOR Cable (Mr Gu),Data Sheet and Fluke test,Could you please send the Fluke test report and data sheet?
LS-SRGB-15MM-Xm,LS-SRGB-15MM,suffix,확정,RoHS,보유,자재,1,2021-08-13,2021-08-13,BOR Cable (Mr Gu),ROHS2,we need the ROHS2 sheet for LS-SRGB-15MM-Xm)
LS-SSHE-1620HSQ,LS-SSHE-1620HSQ,exact,확정,Data sheet,보유,O,1,2021-05-10,2021-05-10,BOR Cable (Mr Gu),data sheet for shelf,"could you please send the data sheet new shelf? (LS-SSHE-8020HQ , LS-SSHE-1620HSQ)"
LS-SSHE-8020HQ,LS-SSHE-8020HQ,exact,확정,Data sheet,보유,O,1,2021-05-10,2021-05-10,BOR Cable (Mr Gu),data sheet for shelf,"could you please send the data sheet new shelf? (LS-SSHE-8020HQ , LS-SSHE-1620HSQ)"
LS-SSTP-CAT.6A-300M,LS-SSTP-CAT.6A-300M|LS-SSTP-CAT6A-300M,exact,확정,Data sheet,보유,O,2,2021-03-12,2025-06-11,BOR Cable (Mr Gu),Request for Rated Voltage and Operating Temperature Range for LS-SSTP-CAT.6A-300M,Please include this information clearly marked on the official datasheet and send it to us
LS-SSTP-CAT.6A-300M,LS-SSTP-CAT.6A-300M|LS-SSTP-CAT6A-300M,exact,확정,Fluke test,보유,O,1,2025-06-16,2025-06-16,BOR Cable (Mr Gu),Request for ETL Certificate and Fluke Test Report for LS-SSTP-CAT.6A-300M,the ETL certificate and Fluke test report for the following product
LS-SSTP-CAT.6A-300M,LS-SSTP-CAT.6A-300M|LS-SSTP-CAT6A-300M,exact,확정,RoHS,보유,O,2,2022-08-25,2024-06-14,BOR Cable (Mr Gu),"LS-SSTP-CAT.6A-300M for ROHS , MSDS","We need LS-SSTP-CAT.6A-300M for ROHS , MSDS sheet."
LS-SSTP-CAT.6A-300M,LS-SSTP-CAT.6A-300M|LS-SSTP-CAT6A-300M,exact,확정,UL,보유,전사,1,2021-11-19,2021-11-19,BOR Cable (Mr Gu),"UL, DELTA, ETL","Could you tell me what certificate the cable below has? ... If have a certificate sheet, please send it. 1. LS-SSTP-CAT.6A-300M"
LS-SSTP-CAT.6A-300M,LS-SSTP-CAT.6A-300M|LS-SSTP-CAT6A-300M,exact,확정,기타(Other-cert),보유,전사,2,2025-06-05,2025-06-16,BOR Cable (Mr Gu),Request for ETL Certificate and Fluke Test Report for LS-SSTP-CAT.6A-300M,We would like to request the ETL certificate ... Model: LS-SSTP-CAT.6A-300M
LS-SSTP-CAT.7-100M,LS-SSTP-CAT.7,suffix,확정,Data sheet,보유,O,1,2024-02-01,2024-02-01,BOR Cable (Mr Gu),Data sheet for cat.7 Drum cable,Could you please send data sheet for LS-SSTP-CAT.7-100M?
LS-SSTP-CAT.7-300M,LS-SSTP-CAT.7,suffix,확정,Test report,보유,O,1,2022-10-28,2022-10-28,BOR Cable (Mr Gu),RE: Re: Re: cat.7 drum cable,Our customer want receive SECRI report too ... CABLE ID : LS-SSTP-CAT.7-300M (BOR-2210001)
LS-ST-MF-xM,LS-ST-MF,suffix,확정,Data sheet,보유,O,1,2024-08-27,2024-08-27,BOR Cable (Mr Gu),data sheet for audio cable,could you please send data sheet about LS-ST-MF-xM series?
LS-ST-MM,LS-ST-MM-XXXMN,stem,추정(모델매칭),Data sheet,보유,O,1,2025-06-18,2025-06-18,BOR Cable (Mr Gu),Request for Latest Datasheet of LS-ST-MM Cable,We are in need of the latest datasheet for the LS-ST-MM cable
LS-U30AMBM-S1M,LS-U30AMBM-S1M,exact,확정,Data sheet,보유,O,2,2023-08-21,2023-08-22,BOR Cable (Mr Gu),RE: Re: Data sheet about USB cable,We need LS-U30AMBM-S1M data sheet too. Please send it.
LS-U3AOCxx,LS-U3AOCXX,exact,확정,Data sheet,보유,O,1,2025-03-18,2025-03-18,BOR Cable (Mr Gu),Inquiry About the Bend Radius of U3AOC10 Cable,Our customer has requested a datasheet that includes the bend radius of this cable ... Could you please provide the relevant datasheet
LS-USB-AM5P-Xm,LS-USB-AM5P,suffix,확정,Data sheet,보유,O,1,2022-04-13,2022-04-13,BOR Cable (Mr Gu),Data sheet about USB Mini 5p,We need data sheet about USB Mini 5p CABLE (LS-USB-AM5P-Xm)
LS-USB-AMAF,LS-USB-AMAF,exact,확정,Data sheet,보유,O,1,2025-04-25,2025-04-25,BOR Cable (Mr Gu),request about Data sheet,Could you please send the Data sheet? ... LS-USB-AMAF
LS-USB-AMAF-xm,LS-USB-AMAF,suffix,확정,Data sheet,보유,O,1,2021-01-11,2021-01-11,EPNU Cable (Anna),data sheet.,we need new datasheet ... 5. LS-USB-AMAF-xm
LS-USB-AMAM,LS-USB-AMAM,exact,확정,Data sheet,보유,O,1,2025-04-25,2025-04-25,BOR Cable (Mr Gu),request about Data sheet,Could you please send the Data sheet? ... LS-USB-AMAM
LS-USB-AMAM-xm,LS-USB-AMAM,suffix,확정,Data sheet,보유,O,1,2021-01-11,2021-01-11,EPNU Cable (Anna),data sheet.,we need new datasheet ... 6. LS-USB-AMAM-xm
LS-USB-AMBM-0.5M,LS-USB-AMBM,suffix,확정,Data sheet,보유,O,1,2021-08-17,2021-08-17,BOR Cable (Mr Gu),Data sheet,Could you please send the USB cable data sheet? (LS-USB-AMBM-0.5M)
LS-USB-AMBM-1.8M,LS-USB-AMBM,suffix,추정(인증서 적용범위),RoHS,보유,O*,1,2026-07-08,2026-07-08,BOR Cable (Mr Gu),Request for Updated RoHS and MSDS Documents,provide the latest RoHS and MSDS documents for the following five cables
LS-USB-AMBM-1MC,LS-USB-AMBM,suffix,추정(모델매칭),Data sheet,보유,O,1,2020-09-25,2020-09-25,BOR Cable (Mr Gu),Data Sheet for LS-USB-AMBM-1MC,We need the data sheet for LS-USB-AMBM-1MC
LS-USB-AMBM-xm,LS-USB-AMBM,suffix,확정,Data sheet,보유,O,1,2021-01-11,2021-01-11,EPNU Cable (Anna),data sheet.,we need new datasheet ... 7. LS-USB-AMBM-xm
LS-USB2.0-AMAF-sXm,LS-USB2.0-AMAF-SXM,exact,확정,RoHS,보유,O,1,2021-03-22,2021-03-22,BOR Cable (Mr Gu),ROHS - USB screw cable,We need ROHS sheet for LS-USB2.0-AMAF-sXm series
LS-USB3.0-AMAF-xM,LS-USB3.0-AMAF,suffix,확정,Data sheet,보유,O,1,2023-08-21,2023-08-21,BOR Cable (Mr Gu),Data sheet about USB cable,We need data sheet below cables. 1. LS-USB3.0-AMAF-xM
LS-USB3.0-AMMIC-xM,LS-USB3.0-AMMIC,suffix,확정,Data sheet,보유,O,1,2022-12-01,2022-12-01,BOR Cable (Mr Gu),Data Sheet - USB3.0 micro B,We need Data sheet for LS-USB3.0-AMMIC-xM
LS-UTP5H-300MG,LS-UTP5H,suffix,확정,Data sheet,보유,O,1,2022-05-04,2022-05-04,BOR Cable (Mr Gu),"Data Sheet, Rohs2.0",Please send Data sheet and RoHS2.0 sheet. LS-UTP5H-300MG
LS-UTP5H-300MG,LS-UTP5H,suffix,확정,Fluke test,보유,O,1,2023-05-23,2023-05-23,BOR Cable (Mr Gu),Fluke test for LS-UTP5H-300MG,Could you please send fluke test report for LS-UTP5H-300MG?
LS-UTP5H-300MG,LS-UTP5H,suffix,확정,MSDS/SDS,보유,자재,1,2022-10-14,2022-10-14,BOR Cable (Mr Gu),MSDS for cat.5e,We need MSDS sheet for LS-UTP5H-300MG
LS-UTP5H-300MG,LS-UTP5H,suffix,확정,RoHS,보유,O,1,2022-05-04,2022-05-04,BOR Cable (Mr Gu),"Data Sheet, Rohs2.0",Please send Data sheet and RoHS2.0 sheet. LS-UTP5H-300MG
LS-VM19,LS-VM19,exact,확정,Data sheet,보유,O,1,2023-01-17,2023-01-17,BOR Cable (Mr Gu),Data sheet for LS-VM19,We need data sheet for LS-VM19
LS-WP151P,LS-WP151P,exact,확정,Data sheet,보유,O,1,2020-10-23,2020-10-23,BOR Cable (Mr Gu),datasheet for Water Proof,We need datasheet for water proof cupler and outlet ... LS-WP151P
LS-WP151S,LS-WP151S,exact,확정,Data sheet,보유,O,2,2020-10-23,2021-04-22,BOR Cable (Mr Gu),"Data sheet for LS-WP151S , WP152S",We need data sheet for LS-WP151S and LS-WP152S
LS-WP152S,LS-WP152S,exact,확정,Data sheet,보유,O,1,2021-04-22,2021-04-22,BOR Cable (Mr Gu),"Data sheet for LS-WP151S , WP152S",We need data sheet for LS-WP151S and LS-WP152S
LS-WP23-1PN ~ 6PN,LS-WP23-1PN,prefix,추정(모델매칭),Data sheet,보유,O,1,2023-03-13,2023-03-13,BOR Cable (Mr Gu),Data Sheet about Wall plate,Could you please send data sheet about below products? 1. LS-WP23-1PN ~ 6PN.
LS-WP8DS-C6,LS-WP8DS-C6,exact,확정,Data sheet,보유,O,1,2023-01-30,2023-01-30,Shiunn Yang (Erica),UL and Data sheet,We need UL and Data sheet (Drawing file) for LS-WP8DS-C6
LS-WP8DS-C6,LS-WP8DS-C6,exact,확정,Drawing,보유,O,1,2023-03-14,2023-03-14,Shiunn Yang (Erica),3D Drawing file,our customer want 3D Drawing file. 1. LS-WP8DS-C6
LS-WP8DS-C6,LS-WP8DS-C6,exact,확정,UL,보유,전사,1,2023-01-30,2023-01-30,Shiunn Yang (Erica),UL and Data sheet,We need UL and Data sheet (Drawing file) for LS-WP8DS-C6
LS-WPCOP-C6,LS-WPCOP-C6,exact,확정,Data sheet,보유,O,1,2022-03-03,2022-03-03,BOR Cable (Mr Gu),Data Sheet for LS-WPCOP-C6,We need Data Sheet for LS-WPCOP-C6. We need operating temperature.
LS-WPCOP-C6A,LS-WPCOP-C6A,exact,확정,MSDS/SDS,보유,자재,1,2022-05-13,2022-05-13,BOR Cable (Mr Gu),RE: Re: Data Sheet for LS-WPCOP-C6,Could you please send the Rohs2.0 and MSDS sheet for LS-WPCOP-C6A?
LS-WPCOP-C6A,LS-WPCOP-C6A,exact,확정,RoHS,보유,O,1,2022-05-13,2022-05-13,BOR Cable (Mr Gu),RE: Re: Data Sheet for LS-WPCOP-C6,Could you please send the Rohs2.0 and MSDS sheet for LS-WPCOP-C6A?
LS-WPUSB-3.0,LS-WPUSB-3.0,exact,확정,Drawing,보유,O,1,2023-03-14,2023-03-14,Shiunn Yang (Erica),3D Drawing file,our customer want 3D Drawing file. 2. LS-WPUSB-3.0
LS-WROLLER,LS-WROLLER,exact,확정,Data sheet,보유,O,1,2023-01-13,2023-01-13,BOR Cable (Mr Gu),Data Sheet for LS-WROLLER,Could you please send data sheet for LS-WROLLER?
LSN-BOOT-COVER-WN,LSN-BOOT-COVER-WN,exact,확정,Data sheet,보유,O,1,2025-02-11,2025-02-11,BOR Cable (Mr Gu),Fwd: RJ45 BOOT - COVER - Broken,Could you please send data sheet for improved boot? ... Model Name: LSN-BOOT-COVER-WN
LSN-BOOT-COVER-WN,LSN-BOOT-COVER-WN,exact,확정,REACH,보유,자재,1,2026-06-19,2026-06-19,BOR Cable (Mr Gu),"Request for Updated RoHS, REACH, and SGS Test Reports for LSN-BOOT-COVER-WN",REACH Certificate / Test Report
LSN-BOOT-COVER-WN,LSN-BOOT-COVER-WN,exact,확정,RoHS,보유,자재,1,2026-06-19,2026-06-19,BOR Cable (Mr Gu),"Request for Updated RoHS, REACH, and SGS Test Reports for LSN-BOOT-COVER-WN",RoHS Certificate / Test Report
LSN-CAT6-STPG,LSN-CAT6-STP,prefix,추정(모델매칭),Data sheet,보유,O,1,2020-07-20,2020-07-20,BOR Cable (Mr Gu),Datasheet and ROHS paper for cat.6 gold connector,We need datasheet and rohs paper. (LSN-CAT6-STPG)
LSN-CAT6-STPG,LSN-CAT6-STP,prefix,추정(모델매칭),RoHS,보유,자재,1,2020-07-20,2020-07-20,BOR Cable (Mr Gu),Datasheet and ROHS paper for cat.6 gold connector,We need datasheet and rohs paper. (LSN-CAT6-STPG)
LSP-6IC-FJM,LSP-6IC-FJM,exact,확정,RoHS,보유,O,1,2022-12-16,2022-12-16,BOR Cable (Mr Gu),"ROHS, CE",We need ROHS and CE sheet for below products. 3. LSP-6IC-FJM
LSP-6IC-FJM,LSP-6IC-FJM,exact,확정,Test report,보유,자재,1,2021-03-30,2021-03-30,BOR Cable (Mr Gu),test report for coupler,Our customer request about test report for LSP-EIC-FJM and LSP-6IC-FJM
LSP-6IC-FKTMT,LSP-6IC-FKTMT,exact,확정,Data sheet,보유,O,2,2021-05-12,2021-11-09,BOR Cable (Mr Gu),Data sheet and Rohs for keystone Coupler,We need the Data sheet and Rohs sheet about below product. 1. LSP-6IC-FKTMT
LSP-6IC-FKTMT,LSP-6IC-FKTMT,exact,확정,RoHS,보유,O,2,2021-11-09,2022-12-16,BOR Cable (Mr Gu),"ROHS, CE",We need ROHS and CE sheet for below products. 1. LSP-6IC-FKTMT
LSP-6IC-UKWT,LSP-6IC-UKWT,exact,확정,Data sheet,보유,O,1,2022-01-06,2022-01-06,BOR Cable (Mr Gu),Data Sheet,We need Data Sheet about below products. 1. LSP-6IC-UKWT
LSP-6KTVM-F1MT,LSP-6KTVM-F1MT,exact,확정,Data sheet,보유,O,1,2022-03-08,2022-03-08,BOR Cable (Mr Gu),Data sheet - Keystone jack,We need data sheet below products. 2. LSP-6KTVM-F1MT
LSP-BK-14R~64R,LSP-BK-14R,prefix,추정(모델매칭),Data sheet,보유,O,1,2022-01-06,2022-01-06,BOR Cable (Mr Gu),Data Sheet,We need Data Sheet about below products. 2. LSP-BK-14R~64R
LSP-EC-USB2A,LSP-EC-USB2A,exact,확정,Data sheet,보유,O,3,2020-05-14,2025-04-25,BOR Cable (Mr Gu),request about Data sheet,Could you please send the Data sheet? ... LSP-EC-USB2A
LSP-EC-USB2A,LSP-EC-USB2A,exact,확정,RoHS,보유,자재,1,2025-04-29,2025-04-29,BOR Cable (Mr Gu),RE: Re: request about Data sheet,ROHS sheet for ... LSP-EC-USB2A (keystone guide)
LSP-EC-USB3A,LSP-EC-USB3A,exact,확정,Data sheet,보유,O,2,2020-05-14,2024-03-05,BOR Cable (Mr Gu),Data sheet,Please send data sheet about below products. 2. LSP-EC-USB3A
LSP-EIC-FJM,LSP-EIC-FJM,exact,확정,RoHS,보유,O,1,2026-07-08,2026-07-08,BOR Cable (Mr Gu),Request for RoHS and MSDS Documents for LSP-EIC-FJM,send us the RoHS and MSDS documents for the LSP-EIC-FJM
LSP-EIC-FJM,LSP-EIC-FJM,exact,확정,Test report,보유,자재,1,2021-03-30,2021-03-30,BOR Cable (Mr Gu),test report for coupler,Our customer request about test report for LSP-EIC-FJM and LSP-6IC-FJM
LSP-EIC-FKTMT,LSP-EIC-FKTMT,exact,확정,Data sheet,보유,O,1,2021-05-12,2021-05-12,BOR Cable (Mr Gu),data sheet for LSP-XIC-FKTMT,"We need data sheet about (LSP-EIC-FKTMT , LSP-6IC-FKTMT , LSP-GIC-FKTMT)"
LSP-GIC-FED4,LSP-GIC-FED4,exact,확정,RoHS,보유,O,1,2023-07-25,2023-07-25,BOR Cable (Mr Gu),ROHS sheet,Could you please send ROHS sheet for LSP-GIC-FED4?
